epoch	accuracy	loss	precision_2	recall_2	time_per_epoch	val_accuracy	val_loss	val_precision_2	val_recall_2
0	0.2109375	1.445557951927185	0.0	0.0	38.912753105163574	0.25	1.3863084316253662	0.0	0.0
1	0.234375	1.4819384813308716	0.0	0.0	9.341254949569702	0.25	1.3862978219985962	0.0	0.0
2	0.2109375	1.4510126113891602	0.0	0.0	8.882794618606567	0.25	1.3863056898117065	0.0	0.0
Total Training Time (seconds)
57.189664363861084
"Total Training Time (hours, minutes, seconds)"
0.0,0.0,57.189664363861084
