epoch	accuracy	loss	precision_3	recall_3	time_per_epoch	val_accuracy	val_loss	val_precision_3	val_recall_3
0	0.1796875	1.5074549913406372	0.0	0.0	40.141865253448486	0.25	1.3862969875335693	0.0	0.0
1	0.203125	1.4564204216003418	0.0	0.0	9.200467348098755	0.25	1.386300802230835	0.0	0.0
2	0.2109375	1.4307447671890259	0.0	0.0	9.092378616333008	0.25	1.3863035440444946	0.0	0.0
Total Training Time (seconds)
58.502681493759155
"Total Training Time (hours, minutes, seconds)"
0.0,0.0,58.502681493759155
