epoch	accuracy	loss	precision	recall	time_per_epoch	val_accuracy	val_loss	val_precision	val_recall
0	0.26213592290878296	1.7306798696517944	0.27397260069847107	0.1456310749053955	214.45168089866638	0.20879121124744415	1.4170845746994019	0.0	0.0
1	0.2572815418243408	1.7257704734802246	0.2683486342430115	0.1419902890920639	161.1667709350586	0.1538461595773697	1.4352717399597168	0.0	0.0
Total Training Time (seconds)
376.0690236091614
"Total Training Time (hours, minutes, seconds)"
0.0,6.0,16.069023609161377
0	0.272662878036499	1.612408995628357	0.28696098923683167	0.11311209946870804	1663.9796102046967	0.20894160866737366	263.4320983886719	0.20894160866737366	0.20894160866737366
1	0.5665722489356995	1.0405691862106323	0.6272528767585754	0.46479159593582153	1329.8948247432709	0.3686131238937378	3.4683420658111572	0.3992891013622284	0.3074817657470703
Total Training Time (seconds)
2994.800976753235
"Total Training Time (hours, minutes, seconds)"
0.0,49.0,54.80097675323486
