epoch	accuracy	loss	precision	recall	time_per_epoch	val_accuracy	val_loss	val_precision	val_recall
0	0.2109375	2.458462953567505	0.21052631735801697	0.15625	57.81144189834595	0.28125	1.871187448501587	0.375	0.09375
1	0.1875	1.8971315622329712	0.2112676054239273	0.1171875	13.908897638320923	0.34375	1.5938057899475098	0.20000000298023224	0.0625
2	0.1640625	1.968916654586792	0.140625	0.0703125	13.644943714141846	0.40625	1.365647315979004	0.6000000238418579	0.09375
Total Training Time (seconds)
85.43773436546326
"Total Training Time (hours, minutes, seconds)"
0.0,1.0,25.437734365463257
