epoch	accuracy	loss	precision_4	recall_4	time_per_epoch	val_accuracy	val_loss	val_precision_4	val_recall_4
0	0.2578125	1.4382870197296143	0.0	0.0	33.945966482162476	0.25	1.386301040649414	0.0	0.0
1	0.21875	1.438797950744629	0.0	0.0	5.249310493469238	0.25	1.38629949092865	0.0	0.0
2	0.234375	1.4161680936813354	0.0	0.0	5.19757080078125	0.25	1.3862948417663574	0.0	0.0
Total Training Time (seconds)
44.44077396392822
"Total Training Time (hours, minutes, seconds)"
0.0,0.0,44.44077396392822
